frameIndex,EnergyFlow,Volume,PathCurvature,CoMHeight,PosturalSway,SwayRaw,LeftAngularIntensity,RightAngularIntensity,SyncCorrelation,TransitionTorque,Jerk
71,9.89670423421026,0.06478533717451163,7.45831650184885,0.9390375423431394,0.07621338715789717,0.10232779125177813,3.7499404269699443,3.3048702843518374,0.4636561551561727,25.515575632685195,372783.19780545833
72,9.740023504638723,0.06442160334562122,5.418599095027455,0.9473172184824942,0.07479008900905745,0.10460882554350212,3.9642757687751446,4.810766471136883,0.5399948825439465,24.581525675454234,337837.1809072318
73,9.363861655268655,0.06414722441071505,6.865245469830386,0.9520310780405996,0.07367268748261714,0.09673769688683106,3.88926114097284,4.920005381795868,0.5512360824704076,24.313909557447193,323799.9190424664
74,9.124180990729986,0.06345875737044258,4.811120621201073,0.9483522889018057,0.07310063805113347,0.08735551217391345,6.259010936583039,4.892844002134272,0.5760832290143569,24.64093383056122,319274.9292822127
75,8.850780589281284,0.06186938323489358,7.897227769551261,0.9383429485559464,0.07294136699694584,0.08221188694894262,7.032686864095095,3.6149076210534066,0.6114076643926291,25.251909476189603,323263.6750311187
76,8.411431837742665,0.05879812085168868,8.468390373157026,0.928943323791027,0.07322799856034573,0.07974185588999784,7.004986196103143,3.556687801386513,0.6638725238650433,25.258514668429854,335755.5453038814
77,7.913212006756949,0.05399494318457378,8.963178766797817,0.91533250272274,0.07399475920296165,0.07640045233653503,6.1050936779868,4.941229499482416,0.6716916723087174,25.575074869383585,333017.0099333044
78,7.593140759265013,0.04946101578804271,6.85511350294315,0.9000054037570951,0.07520553489636912,0.073178644755928,7.019238558264092,3.8252800777168674,0.7339960558554248,25.260160506517792,334627.7730631972
79,7.386257335018859,0.048011815953760306,5.599212952008141,0.8869548174738882,0.07608625019120412,0.07570389097096958,6.267875807392651,1.9206866061552772,0.7176835145039389,24.656848436401962,333884.53521806607
80,7.312408589745235,0.048136777083194825,10,0.8768131104111669,0.07626240597603791,0.07892817119870466,5.583554094147566,2.3293664083206167,0.7626664788080356,24.24801639736673,325049.5066315719
81,7.36818103505161,0.04951155781838126,8.3516052133657,0.882904541790485,0.07539872388789845,0.08032311910217906,4.961543439202284,3.120476162897943,0.7879130490994289,24.214870296180056,286287.8222295796
82,7.1740977205890815,0.055855246825614276,6.224275986057669,0.8920124620199202,0.07473887327050063,0.08171296369705092,5.646813807563798,4.633150708387953,0.761811026252552,23.496015924286112,290872.8346953421
83,6.5627516937482655,0.06117697693457937,6.2277763359759275,0.8938542360067365,0.0745059925243154,0.08724526656679406,3.461805371460958,3.4625157790788292,0.7356520819805313,23.736267086223197,250592.50983433198
84,6.100953138132448,0.06421124100990214,10,0.8940649080276486,0.07492154901471787,0.09149424810626512,2.31442350719046,3.1559769587789943,0.7671379142074367,23.43590694362928,238931.8404146287
85,6.003501178353938,0.06449920636307764,10,0.8873067638278007,0.07602624249823678,0.09080571147142683,3.776010461617672,2.186543271893139,0.7390315677943295,22.966645602376133,235318.82622094612
86,6.049933396587844,0.06303877834265845,10,0.8774384111165997,0.07736479545397801,0.08339694461957099,4.469363743716524,2.9203244396977333,0.7001778126651018,22.928654907085626,231626.58034324498
87,6.017659742163059,0.0594322769025638,8.842466867279875,0.8650267642736434,0.07846649834855847,0.07567928404627328,3.7699771866218303,3.5068318847671707,0.7057130331044918,22.98302418931974,234870.468078783
88,5.889700470919131,0.055804706428507364,6.414766682159979,0.8530855658650397,0.07904839893928514,0.0707834458202955,3.1842319754738684,4.244493266251938,0.6880030007377248,23.415090410909887,245290.54214616198
